ID;Ürün Adı;Fiyat (EUR);Marka;Kategori;Kategori Kodu;Ürün Kodu;Spec: displacement_cm3
260;Ziehl-Abegg FN063-6EK.4I.V7P1 Fan Mot - 154150;302.53;Ziehl-Abegg;Fanlar & Motorlar;fan;;
261;Ziehl-Abegg FN063-SDK.4I.V7P1 Fan Mot - 153977;302.53;Ziehl-Abegg;Fanlar & Motorlar;fan;;
262;Ziehl-Abegg FN071-SDK.6K.V7P1 Fan Motoru - 154151;515.04;Ziehl-Abegg;Fanlar & Motorlar;fan;;
263;Ziehl-Abegg FN080-SDQ.6N.V7 Fan Motoru - 153975;613.12;Ziehl-Abegg;Fanlar & Motorlar;fan;;
264;Ziehl-Abegg FN080-SDQ.6N.V7P5 Fan Motoru - 168786;558.32;Ziehl-Abegg;Fanlar & Motorlar;fan;;
265;Ziehl-Abegg ZC091-SDQ.7Q.V5 Fan Motoru - 179572;1132.60;Ziehl-Abegg;Fanlar & Motorlar;fan;;
266;Ziehl-Abegg FN025-4EK.W8.V7 - 140298;93.56;Ziehl-Abegg;Fanlar & Motorlar;fan;;
267;Ziehl-Abegg FN030-4EK.WA.V7 - 141667;102.29;Ziehl-Abegg;Fanlar & Motorlar;fan;;
268;Ziehl-Abegg FN035-4EK.0F.V7P2 Fan Mot. - 183648;106.30;Ziehl-Abegg;Fanlar & Motorlar;fan;;
269;Ziehl-Abegg FN040-4EK.0F.V7P1 Fan Mot. - 152728;118.65;Ziehl-Abegg;Fanlar & Motorlar;fan;;
270;Ziehl-Abegg FN045-4EK.2F.V7P2 Fan Mot. - 141715;131.31;Ziehl-Abegg;Fanlar & Motorlar;fan;;
271;Ziehl-Abegg FN050-4EK.4I.V7P1 Fan Motoru - 175052;193.71;Ziehl-Abegg;Fanlar & Motorlar;fan;;
272;Ziehl-Abegg FN050-VDK.4I.V7P1 Fan Motoru - 156916;193.71;Ziehl-Abegg;Fanlar & Motorlar;fan;;
273;Ziehl-Abegg FC063-VDQ.6K.V7 Fan Motoru - 123995;617.40;Ziehl-Abegg;Fanlar & Motorlar;fan;;
274;Ziehl-Abegg FN025-4EW.W8.A7 - 139726;96.43;Ziehl-Abegg;Fanlar & Motorlar;fan;;
275;Ziehl-Abegg FN030-4EW.WA.A7 - 141664;102.36;Ziehl-Abegg;Fanlar & Motorlar;fan;;
276;Ziehl-Abegg FN035-4ED.0F.A7P2 Fan Mot. 155877;112.55;Ziehl-Abegg;Fanlar & Motorlar;fan;;
277;Ziehl-Abegg FN040-4EW.0F.A7P1 Fan Mot - 154201;118.65;Ziehl-Abegg;Fanlar & Motorlar;fan;;
278;FrigoCraft M030-K02.SZ4140.MTZ022.DP4 Split Ch;2550.86;Danfoss;Split Soğutma Cihazları;splitunit;80.10.070;
279;FrigoCraft M040-K02.SZ4140.MTZ028.DP4 Split Ch;2626.51;Danfoss;Split Soğutma Cihazları;splitunit;80.10.080;
280;FrigoCraft M055-K03.SZ4145.MTZ032.DP4 Split Ch;2810.56;Danfoss;Split Soğutma Cihazları;splitunit;80.10.090;
281;FrigoCraft M070-K04.SZ4145.MTZ036.DP4 Split Ch;3177.82;Danfoss;Split Soğutma Cihazları;splitunit;80.10.100;
282;FrigoCraft M080-K04.SZ4145.MTZ040.DP4 Split Ch;3334.67;Danfoss;Split Soğutma Cihazları;splitunit;80.10.110;
283;FrigoCraft M088-K04.SZ4145.MTZ044.DP4 Split Ch;3434.17;Danfoss;Split Soğutma Cihazları;splitunit;80.10.120;
284;FrigoCraft M100-K04.SZ4150.MTZ050.DP4 Split Ch;3576.17;Danfoss;Split Soğutma Cihazları;splitunit;80.10.130;
285;FrigoCraft M115-K04.SZ4150.MTZ056.DP4 Split Ch;3718.76;Danfoss;Split Soğutma Cihazları;splitunit;80.10.140;
286;FrigoCraft M135-K05.SZ4240.MTZ064.DP4 Split Ch;4213.37;Danfoss;Split Soğutma Cihazları;splitunit;80.10.150;
287;FrigoCraft M150-K07.SZ4245.MTZ072.DP4 Split Ch;4501.03;Danfoss;Split Soğutma Cihazları;splitunit;80.10.160;
288;FrigoCraft M160-K07.SZ4245.MTZ080.DP4 Split Ch;4779.79;Danfoss;Split Soğutma Cihazları;splitunit;80.10.170;
289;FrigoCraft M180-K10.SZ4250.MTZ100.DP4 Split Ch;6090.13;Danfoss;Split Soğutma Cihazları;splitunit;80.10.180;
290;FrigoCraft M220-C09.SZ4245.MTZ125.DP4 Split Ch;7501.20;Danfoss;Split Soğutma Cihazları;splitunit;80.10.200;
291;FrigoCraft M270-C10.SZ4250.MTZ144.DP4 Split Ch;8349.76;Danfoss;Split Soğutma Cihazları;splitunit;80.10.210;
292;FrigoCraft M300-C10.SZ4250.MTZ160.DP4 Split Ch;8789.63;Danfoss;Split Soğutma Cihazları;splitunit;80.10.220;
293;FrigoCraft L013-K01.SZ4135.NTZ048.DP4 Split Ch;2280.67;Danfoss;Split Soğutma Cihazları;splitunit;80.15.050;
294;FrigoCraft L024-K02.SZ4140.NTZ068.DP4 Split Ch;2781.87;Danfoss;Split Soğutma Cihazları;splitunit;80.15.060;
295;FrigoCraft L032-K03.SZ4145.NTZ096.DP4 Split Ch;3176.33;Danfoss;Split Soğutma Cihazları;splitunit;80.15.070;
296;FrigoCraft L040-K04.SZ4145.NTZ108.DP4 Split Ch;3387.23;Danfoss;Split Soğutma Cihazları;splitunit;80.15.080;
297;FrigoCraft L055-K04.SZ4150.NTZ136.DP4 Split Ch;3764.42;Danfoss;Split Soğutma Cihazları;splitunit;80.15.090;
298;FrigoCraft L085-K05.SZ4240.NTZ215.DP4 Split Ch;5326.51;Danfoss;Split Soğutma Cihazları;splitunit;80.15.110;
299;FrigoCraft L100-K10.SZ4250.NTZ271.DP4 Split Ch;6435.22;Danfoss;Split Soğutma Cihazları;splitunit;80.15.120;
300;FrigoCraft M030-K02.SZ6140.MTZ022.DP4 Split Ch;2550.86;Danfoss;Split Soğutma Cihazları;splitunit;80.10.072;
301;FrigoCraft M040-K03.SZ6145.MTZ028.DP4 Split Ch;2699.49;Danfoss;Split Soğutma Cihazları;splitunit;80.10.082;
302;FrigoCraft M055-K03.SZ6145.MTZ032.DP4 Split Ch;2810.56;Danfoss;Split Soğutma Cihazları;splitunit;80.10.092;
303;FrigoCraft M070-K04.SZ6145.MTZ036.DP4 Split Ch;3177.82;Danfoss;Split Soğutma Cihazları;splitunit;80.10.102;
304;FrigoCraft M080-K04.SZ6150.MTZ040.DP4 Split Ch;3372.63;Danfoss;Split Soğutma Cihazları;splitunit;80.10.112;
305;FrigoCraft M088-K04.SZ6150.MTZ044.DP4 Split Ch;3472.13;Danfoss;Split Soğutma Cihazları;splitunit;80.10.122;
306;FrigoCraft M100-K05.SZ6240.MTZ050.DP4 Split Ch;3892.72;Danfoss;Split Soğutma Cihazları;splitunit;80.10.132;
307;FrigoCraft M115-K05.SZ6240.MTZ056.DP4 Split Ch;4035.31;Danfoss;Split Soğutma Cihazları;splitunit;80.10.142;
308;FrigoCraft M135-K07.SZ6245.MTZ064.DP4 Split Ch;4279.40;Danfoss;Split Soğutma Cihazları;splitunit;80.10.152;
309;FrigoCraft M150-K07.SZ6245.MTZ072.DP4 Split Ch;4501.03;Danfoss;Split Soğutma Cihazları;splitunit;80.10.162;
310;FrigoCraft M160-K10.SZ6250.MTZ080.DP4 Split Ch;4995.81;Danfoss;Split Soğutma Cihazları;splitunit;80.10.172;
311;FrigoCraft L013-K02.SZ6140.NTZ048.DP4 Split Ch;2408.15;Danfoss;Split Soğutma Cihazları;splitunit;80.15.052;
312;FrigoCraft L024-K02.SZ6140.NTZ068.DP4 Split Ch;2854.86;Danfoss;Split Soğutma Cihazları;splitunit;80.15.062;
313;FrigoCraft L032-K03.SZ6145.NTZ096.DP4 Split Ch;3159.84;Danfoss;Split Soğutma Cihazları;splitunit;80.15.072;
314;FrigoCraft L040-K04.SZ6150.NTZ108.DP4 Split Ch;3425.19;Danfoss;Split Soğutma Cihazları;splitunit;80.15.082;
315;FrigoCraft L055-K05.SZ6240.NTZ136.DP4 Split Ch;4089.00;Danfoss;Split Soğutma Cihazları;splitunit;80.15.092;
316;FrigoCraft L085-K10.SZ6250.NTZ215.DP4 Split Ch;5660.37;Danfoss;Split Soğutma Cihazları;splitunit;80.15.112;
317;FrigoCraft L100-C09.SZ6245.NTZ271.DP4 Split Ch;6969.00;Danfoss;Split Soğutma Cihazları;splitunit;80.15.122;
318;C-Box M030-K02.SC4140.MTZ022.DP4 Split Ch;2152.35;Danfoss;Split Soğutma Cihazları;splitunit;80.10.069;
319;C-Box M040-K02.SC4140.MTZ028.DP4 Split Ch;2228.00;Danfoss;Split Soğutma Cihazları;splitunit;80.10.079;
320;C-Box M055-K03.SC4145.MTZ032.DP4 Split Ch;2404.44;Danfoss;Split Soğutma Cihazları;splitunit;80.10.089;
321;C-Box M070-K04.SC4145.MTZ036.DP4 Split Ch;2770.42;Danfoss;Split Soğutma Cihazları;splitunit;80.10.099;
322;C-Box M080-K04.SC4145.MTZ040.DP4 Split Ch;2927.27;Danfoss;Split Soğutma Cihazları;splitunit;80.10.109;
323;C-Box M088-K04.SC4145.MTZ044.DP4 Split Ch;3026.76;Danfoss;Split Soğutma Cihazları;splitunit;80.10.119;
324;C-Box M100-K04.SC4150.MTZ050.DP4 Split Ch;3097.02;Danfoss;Split Soğutma Cihazları;splitunit;80.10.129;
325;C-Box M115-K04.SC4150.MTZ056.DP4 Split Ch;3240.66;Danfoss;Split Soğutma Cihazları;splitunit;80.10.139;
326;C-Box M135-K05.SC4240.MTZ064.DP4 Split Ch;3696.11;Danfoss;Split Soğutma Cihazları;splitunit;80.10.149;
327;C-Box M150-K07.SC4245.MTZ072.DP4 Split Ch;3972.09;Danfoss;Split Soğutma Cihazları;splitunit;80.10.159;
328;C-Box L013-K01.SC4135.NTZ048.DP4 Split Ch;1944.23;Danfoss;Split Soğutma Cihazları;splitunit;80.15.049;
329;C-Box L024-K02.SC4140.NTZ068.DP4 Split Ch;2383.49;Danfoss;Split Soğutma Cihazları;splitunit;80.15.059;
330;C-Box L032-K03.SC4145.NTZ096.DP4 Split Ch;2773.95;Danfoss;Split Soğutma Cihazları;splitunit;80.15.069;
331;C-Box L040-K04.SC4145.NTZ108.DP4 Split Ch;2984.23;Danfoss;Split Soğutma Cihazları;splitunit;80.15.079;
332;C-Box L055-K04.SC4150.NTZ136.DP4 Split Ch;3281.71;Danfoss;Split Soğutma Cihazları;splitunit;80.15.089;
333;FrigoCraft EB-235AC6-A01-S Split Cihaz İç Ünitesi;1059.74;FrigoCraft;Evaporatörler;evaporator;86.10.090;
334;FrigoCraft EB-235AC6-A01-K Split Cihaz İç Ünitesi;1163.10;FrigoCraft;Evaporatörler;evaporator;86.10.100;
335;FrigoCraft EA-240AC6-A01-K Split Cihaz İç Ünitesi;1261.00;FrigoCraft;Evaporatörler;evaporator;86.10.110;
336;FrigoCraft EB-240AC6-A01-K Split Cihaz İç Ünitesi;1353.82;FrigoCraft;Evaporatörler;evaporator;86.10.120;
337;FrigoCraft EB-245AC6-A01-K Split Cihaz İç Ünitesi;1428.62;FrigoCraft;Evaporatörler;evaporator;86.10.130;
338;FrigoCraft EA-245AC6-A01-K Split Cihaz İç Ünitesi;1670.31;FrigoCraft;Evaporatörler;evaporator;86.10.140;
339;FrigoCraft EB-245AE6-A01-K Split Cihaz İç Ünitesi;1800.37;FrigoCraft;Evaporatörler;evaporator;86.10.150;
340;FrigoCraft EA-245AE6-A01-K Split Cihaz İç Ünitesi;2033.44;FrigoCraft;Evaporatörler;evaporator;86.10.160;
341;FrigoCraft EA-250AE6-A01-K-S Split Cihaz İç Ün.;2558.09;FrigoCraft;Evaporatörler;evaporator;86.60.060;
342;FrigoCraft EA-250AC6-C03-K Split Cihaz İç Ün.;2206.18;FrigoCraft;Evaporatörler;evaporator;86.90.023;
343;FrigoCraft EA-350AC6-A01-K Split Cİhaz İç Ün.;2905.67;FrigoCraft;Evaporatörler;evaporator;86.60.070;
344;FrigoCraft EA-345AG6-A01-K Split Cihaz İç Ün;3524.41;FrigoCraft;Evaporatörler;evaporator;86.60.080;
345;FrigoCraft EA-350AE6-A01-K Split Ch. İç Ün.;3593.38;FrigoCraft;Evaporatörler;evaporator;86.60.090;
346;FrigoCraft EA-350AG6-A01-K Split Ch. İç Ün.;4482.78;FrigoCraft;Evaporatörler;evaporator;86.60.100;
347;FrigoCraft EA-450AE6-A01-K Split Ch. İç Ün;4645.25;FrigoCraft;Evaporatörler;evaporator;86.60.110;
348;FrigoCraft EA-450AG6-A01-K Split Ch.İç Ün.;5508.03;FrigoCraft;Evaporatörler;evaporator;86.60.120;
349;FrigoCraft EA-245AC8-A01-K Splt Ch.İç Ün.;1734.54;FrigoCraft;Evaporatörler;evaporator;86.60.130;
350;FrigoCraft EA-250AE8-A01-K Splt Ch.İç Ün.;2580.13;FrigoCraft;Evaporatörler;evaporator;86.60.150;
351;FrigoCraft EA-350AC8-A01-K Splt Ch.İç Ün;2810.29;FrigoCraft;Evaporatörler;evaporator;86.60.160;
352;FrigoCraft EA-345AG8-A01-K Splt Ch.İç Ün;3400.58;FrigoCraft;Evaporatörler;evaporator;86.60.170;
353;FrigoCraft EA-350AE8-A01-K Splt Ch.İç Ün;3583.47;FrigoCraft;Evaporatörler;evaporator;86.60.180;
354;FrigoCraft EA-350AG8-A01-K Splt Ch.İç Ün;4240.47;FrigoCraft;Evaporatörler;evaporator;86.60.190;
355;FrigoCraft EA-450AE8-A01-K Split Ch.İç Ün;4521.28;FrigoCraft;Evaporatörler;evaporator;86.60.200;
356;FrigoCraft EA-450AG8-A01-K Splt Ch.İç Ün;5373.56;FrigoCraft;Evaporatörler;evaporator;86.60.210;
357;FrigoCraft EB-235AD8-A01-S Split Cihaz İç Ünitesi;1123.88;FrigoCraft;Evaporatörler;evaporator;86.20.090;
358;FrigoCraft EB-235AC8-A01-S Split Cihaz İç Ünitesi;1195.26;FrigoCraft;Evaporatörler;evaporator;86.20.100;
359;FrigoCraft EA-335AC8-A01-K Split Cihaz İç Ünitesi;1523.95;FrigoCraft;Evaporatörler;evaporator;86.20.110;
360;FrigoCraft EA-250AC8-A01-K Split Cihaz İç Ünitesi;2121.59;FrigoCraft;Evaporatörler;evaporator;86.20.120;
361;FrigoCraft EA-240AC8-A01-K Split Cihaz İç Ünitesi;1362.38;FrigoCraft;Evaporatörler;evaporator;86.20.130;
362;FrigoCraft EB-235AC6-A01-SP Split Cihaz İç Ünitesi;1265.19;FrigoCraft;Evaporatörler;evaporator;86.10.094;
363;FrigoCraft EB-235AC6-A01-KP Split Cihaz İç Ünitesi;1385.34;FrigoCraft;Evaporatörler;evaporator;86.10.104;
364;FrigoCraft EA-240AC6-A01-KP Split Cihaz İç Ünitesi;1485.31;FrigoCraft;Evaporatörler;evaporator;86.10.114;
365;FrigoCraft EB-240AC6-A01-KP Split Cihaz İç Ünitesi;1637.19;FrigoCraft;Evaporatörler;evaporator;86.10.124;
366;FrigoCraft EB-245AC6-A01-KP Split Cihaz İç Ünitesi;1711.99;FrigoCraft;Evaporatörler;evaporator;86.10.134;
367;FrigoCraft EA-245AC6-A01-KP Split Cihaz İç Ünitesi;1957.88;FrigoCraft;Evaporatörler;evaporator;86.10.144;
368;FrigoCraft EB-245AE6-A01-KP Split Cihaz İç Ünitesi;2083.74;FrigoCraft;Evaporatörler;evaporator;86.10.154;
369;FrigoCraft EA-250AE6-A01-K-SP Split Cihaz İç Ün.;2917.03;FrigoCraft;Evaporatörler;evaporator;86.60.064;
370;FrigoCraft EA-350AC6-A01-KP Split Cİhaz İç Ün.;3369.56;FrigoCraft;Evaporatörler;evaporator;86.60.074;
371;FrigoCraft EA-345AG6-A01-KP Split Ch. İç Ün.;3956.82;FrigoCraft;Evaporatörler;evaporator;86.60.084;
372;FrigoCraft EA-350AE6-A01-KP Split Ch. İç Ün.;4082.45;FrigoCraft;Evaporatörler;evaporator;86.60.094;
373;FrigoCraft EA-350AG6-A01-KP Split Ch. İç Ün.;4997.05;FrigoCraft;Evaporatörler;evaporator;86.60.104;
374;FrigoCraft EA-450AE6-A01-KP Split Ch.İç Ün;5264.47;FrigoCraft;Evaporatörler;evaporator;86.60.114;
375;FrigoCraft EA-450AG6-A01-KP Splt Ch.İç Ün.;6156.63;FrigoCraft;Evaporatörler;evaporator;86.60.124;
376;FrigoCraft EA-245AC8-A01-KP Splt Ch.İç Ün.;2022.11;FrigoCraft;Evaporatörler;evaporator;86.60.134;
377;FrigoCraft EA-250AE8-A01-KP Splt Ch.İç Ün.;2939.07;FrigoCraft;Evaporatörler;evaporator;86.60.154;
378;FrigoCraft EA-350AC8-A01-KP Splt Ch.İç Ün;3274.18;FrigoCraft;Evaporatörler;evaporator;86.60.164;
379;FrigoCraft EA-345AG8-A01-KP Splt Ch.İç Ün;3832.99;FrigoCraft;Evaporatörler;evaporator;86.60.174;
380;FrigoCraft EA-350AE8-A01-KP Splt Ch.İç Ün;4072.55;FrigoCraft;Evaporatörler;evaporator;86.60.184;
381;FrigoCraft EA-350AG8-A01-KP Splt Ch.İç Ün;4754.74;FrigoCraft;Evaporatörler;evaporator;86.60.194;
382;FrigoCraft EA-450AE8-A01-KP Split Ch.İç Ün;5140.50;FrigoCraft;Evaporatörler;evaporator;86.60.204;
383;FrigoCraft EA-450AG8-A01-KP Splt Ch.İç Ün;6022.17;FrigoCraft;Evaporatörler;evaporator;86.60.214;
384;FrigoCraft EB-235AD8-A01-SP Split Cihaz İç Ünitesi;1333.79;FrigoCraft;Evaporatörler;evaporator;86.20.094;
385;FrigoCraft EB-235AC8-A01-SP Split Cihaz İç Ünitesi;1407.27;FrigoCraft;Evaporatörler;evaporator;86.20.104;
386;FrigoCraft EA-335AC8-A01-KP Split Cihaz İç Ünitesi;1799.43;FrigoCraft;Evaporatörler;evaporator;86.20.114;
387;FrigoCraft EA-250AC8-A01-KP Split Cihaz İç Ünitesi;2425.95;FrigoCraft;Evaporatörler;evaporator;86.20.124;
388;FrigoCraft EB-130AB6-A05-S Split Cihaz İç Ünitesi;397.44;FrigoCraft;Evaporatörler;evaporator;86.10.010;
389;FrigoCraft EB-130AB6-A05-K Split Cihaz İç Ünitesi;422.62;FrigoCraft;Evaporatörler;evaporator;86.10.020;
390;FrigoCraft EB-130BC6-A05-K Split Cihaz İç Ünitesi;491.07;FrigoCraft;Evaporatörler;evaporator;86.10.030;
391;FrigoCraft EB-230AB6-A05-K Split Cihaz İç Ünitesi;609.68;FrigoCraft;Evaporatörler;evaporator;86.10.040;
392;FrigoCraft EB-230AC6-A05-K Split Cihaz İç Ünitesi;655.86;FrigoCraft;Evaporatörler;evaporator;86.10.050;
393;FrigoCraft EB-230BC6-A05-K Split Cihaz İç Ünitesi;724.24;FrigoCraft;Evaporatörler;evaporator;86.10.060;
394;FrigoCraft EB-230AE6-A05-K Split Cihaz İç Ünitesi;748.21;FrigoCraft;Evaporatörler;evaporator;86.10.070;
395;FrigoCraft EB-330AC6-A05-K Split Cihaz İç Ünitesi;836.21;FrigoCraft;Evaporatörler;evaporator;86.10.080;
396;FrigoCraft EB-130AB8-A05-S Split Cihaz İç Ünitesi;452.14;FrigoCraft;Evaporatörler;evaporator;86.20.010;
397;FrigoCraft EA-130AC8-A05-K Split Cihaz İç Ünitesi;524.89;FrigoCraft;Evaporatörler;evaporator;86.20.020;
398;FrigoCraft EB-130AE8-A05-S Split Cihaz İç Ünitesi;552.53;FrigoCraft;Evaporatörler;evaporator;86.20.030;
399;FrigoCraft EB-230AE8-A05-S Split Cihaz İç Ünitesi;702.58;FrigoCraft;Evaporatörler;evaporator;86.20.040;
400;FrigoCraft EB-230BC8-A05-S Split Cihaz İç Ünitesi;794.93;FrigoCraft;Evaporatörler;evaporator;86.20.050;
401;FrigoCraft EB-330BB8-A05-S Split Cihaz İç Ünitesi;1002.56;FrigoCraft;Evaporatörler;evaporator;86.20.060;
402;FrigoCraft EB-130AB6-A05-SP Split Cihaz İç Ünitesi;493.99;FrigoCraft;Evaporatörler;evaporator;86.10.014;
403;FrigoCraft EB-130AB6-A05-KP Split Cihaz İç Ünitesi;519.18;FrigoCraft;Evaporatörler;evaporator;86.10.024;
404;FrigoCraft EB-130BC6-A05-KP Split Cihaz İç Ünitesi;596.03;FrigoCraft;Evaporatörler;evaporator;86.10.034;
405;FrigoCraft EB-230AB6-A05-KP Split Cihaz İç Ünitesi;744.02;FrigoCraft;Evaporatörler;evaporator;86.10.044;
406;FrigoCraft EB-230AC6-A05-KP Split Cihaz İç Ünitesi;795.81;FrigoCraft;Evaporatörler;evaporator;86.10.054;
407;FrigoCraft EB-230BC6-A05-KP Split Cihaz İç Ünitesi;875.37;FrigoCraft;Evaporatörler;evaporator;86.10.064;
408;FrigoCraft EB-230AE6-A05-KP Split Cihaz İç Ünitesi;882.55;FrigoCraft;Evaporatörler;evaporator;86.10.074;
409;FrigoCraft EB-330AC6-A05-KP Split Cihaz İç Ünitesi;1003.12;FrigoCraft;Evaporatörler;evaporator;86.10.084;
410;FrigoCraft EB-130AB8-A05-SP Split Cihaz İç Ünitesi;548.69;FrigoCraft;Evaporatörler;evaporator;86.20.014;
411;FrigoCraft EA-130AC8-A05-KP Split Cihaz İç Ünitesi;621.45;FrigoCraft;Evaporatörler;evaporator;86.20.024;
412;FrigoCraft EB-130AE8-A05-SP Split Cihaz İç Ünitesi;636.85;FrigoCraft;Evaporatörler;evaporator;86.20.034;
413;FrigoCraft EB-230AE8-A05-SP Split Cihaz İç Ünitesi;853.71;FrigoCraft;Evaporatörler;evaporator;86.20.044;
414;FrigoCraft EB-230BC8-A05-SP Split Cihaz İç Ünitesi;946.07;FrigoCraft;Evaporatörler;evaporator;86.20.054;
415;FrigoCraft EB-330BB8-A05-SP Split Cihaz İç Ünitesi;1199.87;FrigoCraft;Evaporatörler;evaporator;86.20.064;
416;FrigoCraft EB-130AB6-A01-S Split Cihaz İç Ünitesi;477.18;FrigoCraft;Evaporatörler;evaporator;86.10.011;
417;FrigoCraft EB-130AB6-A01-K Split Cihaz İç Ünitesi;502.36;FrigoCraft;Evaporatörler;evaporator;86.10.021;
418;FrigoCraft EB-130BC6-A01-K Split Cihaz İç Ünitesi;570.81;FrigoCraft;Evaporatörler;evaporator;86.10.031;
419;FrigoCraft EB-230AB6-A01-K Split Cihaz İç Ünitesi;769.16;FrigoCraft;Evaporatörler;evaporator;86.10.041;
420;FrigoCraft EB-230AC6-A01-K Split Cihaz İç Ünitesi;815.34;FrigoCraft;Evaporatörler;evaporator;86.10.051;
421;FrigoCraft EB-230BC6-A01-K Split Cihaz İç Ünitesi;883.72;FrigoCraft;Evaporatörler;evaporator;86.10.061;
422;FrigoCraft EB-230AE6-A01-K Split Cihaz İç Ünitesi;907.69;FrigoCraft;Evaporatörler;evaporator;86.10.071;
423;FrigoCraft EB-330AC6-A01-K Split Cihaz İç Ünitesi;1075.43;FrigoCraft;Evaporatörler;evaporator;86.10.081;
424;FrigoCraft EB-130AB8-A01-S Split Cihaz İç Ünitesi;531.88;FrigoCraft;Evaporatörler;evaporator;86.20.011;
425;FrigoCraft EA-130AC8-A01-K Split Cihaz İç Ünitesi;604.63;FrigoCraft;Evaporatörler;evaporator;86.20.021;
426;FrigoCraft EB-130AE8-A01-S Split Cihaz İç Ünitesi;632.27;FrigoCraft;Evaporatörler;evaporator;86.20.031;
427;FrigoCraft EB-230AE8-A01-S Split Cihaz İç Ünitesi;862.06;FrigoCraft;Evaporatörler;evaporator;86.20.041;
428;FrigoCraft EB-230BC8-A01-S Split Cihaz İç Ünitesi;954.41;FrigoCraft;Evaporatörler;evaporator;86.20.051;
429;FrigoCraft EB-330BB8-A01-S Split Cihaz İç Ünitesi;1241.78;FrigoCraft;Evaporatörler;evaporator;86.20.061;
430;FrigoCraft  EB-130BC6-A03-K Split Cihaz İç Ünitesi;465.87;FrigoCraft;Evaporatörler;evaporator;86.10.029;
431;FrigoCraft EB-230AB6-A03-K Split Cihaz İç Ünitesi;601.77;FrigoCraft;Evaporatörler;evaporator;86.10.039;
432;FrigoCraft EB-230AC6-A03-K Split Cihaz İç Ünitesi;647.95;FrigoCraft;Evaporatörler;evaporator;86.10.049;
433;FrigoCraft EB-230BC6-A03-K Split Cihaz İç Ünitesi;716.33;FrigoCraft;Evaporatörler;evaporator;86.10.059;
434;FrigoCraft EB-230AE6-A03-K Split Cihaz İç Ünitesi;740.30;FrigoCraft;Evaporatörler;evaporator;86.10.069;
435;FrigoCraft EB-330AC6-A03-K Split Cihaz İç Ünitesi;845.59;FrigoCraft;Evaporatörler;evaporator;86.10.079;
436;FrigoCraft EB-235AC6-A03-S Split Cihaz İç Ünitesi;891.99;FrigoCraft;Evaporatörler;evaporator;86.10.089;
437;FrigoCraft EB-235AC6-A03-K Split Cihaz İç Ünitesi;995.35;FrigoCraft;Evaporatörler;evaporator;86.10.099;
438;FrigoCraft EA-240AC6-A03-K Split Cihaz İç Ünitesi;1094.30;FrigoCraft;Evaporatörler;evaporator;86.10.109;
439;FrigoCraft EB-240AC6-A03-K Split Cihaz İç Ünitesi;1187.12;FrigoCraft;Evaporatörler;evaporator;86.10.119;
440;FrigoCraft EB-245AC6-A03-K Split Cihaz İç Ünitesi;1249.21;FrigoCraft;Evaporatörler;evaporator;86.10.129;
441;FrigoCraft EA-245AC6-A03-K Split Cihaz İç Ünitesi;1533.40;FrigoCraft;Evaporatörler;evaporator;86.10.139;
442;FrigoCraft EB-245AE6-A03-K Split Cihaz İç Ünitesi;1663.45;FrigoCraft;Evaporatörler;evaporator;86.10.149;
443;FrigoCraft EA-245AE6-A03-K Split Cihaz İç Ünitesi;1896.53;FrigoCraft;Evaporatörler;evaporator;86.10.159;
444;FrigoCraft EA-250AC6-C03-A03-K Split Ch. İç Ünite;1984.59;FrigoCraft;Evaporatörler;evaporator;86.90.738;
445;Frigocraft EA-250AE6-A03-K-S Split Cihaz İç Ünites;2336.50;FrigoCraft;Evaporatörler;evaporator;86.90.598;
446;FrigoCraft EA-350AC6-A03-K Split Cİhaz İç Ün.;2573.29;FrigoCraft;Evaporatörler;evaporator;86.60.069;
447;FrigoCraft EB-130AB8-A03-S Split Cihaz İç Ünitesi;426.93;FrigoCraft;Evaporatörler;evaporator;86.20.009;
448;FrigoCraft EA-130AC8-A03-K Split Cihaz İç Ünitesi;499.69;FrigoCraft;Evaporatörler;evaporator;86.20.019;
449;FrigoCraft EB-130AE8-A03-S Split Cihaz İç Ünitesi;527.33;FrigoCraft;Evaporatörler;evaporator;86.20.029;
450;FrigoCraft EB-230AE8-A03-S Split Cihaz İç Ünitesi;694.67;FrigoCraft;Evaporatörler;evaporator;86.20.039;
451;FrigoCraft EB-230BC8-A03-S Split Cihaz İç Ünitesi;787.02;FrigoCraft;Evaporatörler;evaporator;86.20.049;
452;FrigoCraft EB-330BB8-A03-S Split Cihaz İç Ünitesi;1011.94;FrigoCraft;Evaporatörler;evaporator;86.20.059;
453;FrigoCraft EB-235AD8-A03-S Split Cihaz İç Ünitesi;960.59;FrigoCraft;Evaporatörler;evaporator;86.20.089;
454;FrigoCraft EB-235AC8-A03-S Split Cihaz İç Ünitesi;1027.51;FrigoCraft;Evaporatörler;evaporator;86.20.099;
455;FrigoCraft EA-240AC8-A03-K Split Cihaz İç Ünitesi;1185.11;FrigoCraft;Evaporatörler;evaporator;86.90.952;
456;FrigoCraft EA-335AC8-A03-K Split Cihaz İç Ünitesi;1293.57;FrigoCraft;Evaporatörler;evaporator;86.20.109;
457;FrigoCraft EA-250AC8-A03-K Split Cihaz İç Ünitesi;1899.99;FrigoCraft;Evaporatörler;evaporator;86.20.119;
458;FrigoCraft EA-345AG8-A03-K Splt Ch.İç Ün;3195.21;FrigoCraft;Evaporatörler;evaporator;86.60.169;
